Complaints: 503 rows
complaint_id,vin,customer_name,dealer_code,dealer_name,complaint_date,description,category,subcategory,ai_category,ai_subcategory,ai_confidence,severity,status,model,variant,manufacturing_date,created_at
322,MATHRM53152IN,Anjali Das,D020,Tata Motors Gachibowli,2025-09-24,squeaking noise from front suspension on speed breakers,NVH,Squeaking,NVH,Squeaking,0.91,Low,Closed,Safari,XM,2025-05-06,2026-03-13T06:50:59.617-04:00
323,MATTGN22539IN,Kavita Nair,D001,Tata Motors Andheri,2025-10-12,battery draining overnight if car parked for 2 days,Electrical,Battery,Electrical,Battery,0.79,High,In Progress,Harrier,XZ,2025-06-25,2026-03-13T06:50:59.856-04:00
324,MATHRK96471IN,Tanya Saxena,D032,Tata Motors Dharampeth,2026-02-09,speaker crackling noise from rear right speaker,Infotainment,Audio,Infotainment,Audio,0.92,High,Resolved,Nexon,EV XZ+,2025-05-06,2026-03-13T06:51:00.090-04:00
325,MATSFN65182IN,Arun Banerjee,D023,Tata Motors Park Street,2025-11-21,sunroof panel squeaking during turns,NVH,Squeaking,NVH,Squeaking,0.81,High,In Progress,Punch,Adventure,2025-01-09,2026-03-13T06:51:00.337-04:00
326,MATSFL77853IN,Sanjay Tiwari,D012,Tata Motors Whitefield,2026-02-24,audio balance shifting to one side randomly,Infotainment,Audio,Infotainment,Audio,0.95,High,Resolved,Tiago,XZ,2025-04-29,2026-03-13T06:51:00.580-04:00
327,MATTGM90753IN,Vikram Agarwal,D017,Tata Motors Hinjawadi,2025-12-10,gear getting stuck in reverse occasionally,Transmission,Gear Issue,Transmission,Gear Issue,0.93,High,Resolved,Tiago,XZ,2024-12-28,2026-03-13T06:51:00.817-04:00
328,MATNXK13934IN,Neha Pandey,D035,Tata Motors Rajpur Road,2025-09-26,gear getting stuck in reverse occasionally,Transmission,Gear Issue,Transmission,Gear Issue,0.87,Medium,Open,Punch,Adventure,2025-07-24,2026-03-13T06:51:01.066-04:00
329,MATNXK44313IN,Sunita Joshi,D003,Tata Motors Powai,2025-10-05,hard shifting observed between 2nd and 3rd gear in AMT,Transmission,Gear Issue,Transmission,Gear Issue,0.91,Medium,In Progress,Harrier,XE,2024-11-07,2026-03-13T06:51:01.301-04:00
330,MATNXL28931IN,Bhavna Patel,D039,Tata Motors Edappally,2025-11-27,ABS warning light appearing intermittently,Brakes,ABS Issue,Electrical,Battery,0.65,Low,Resolved,Nexon,XE,2025-04-23,2026-03-13T06:51:01.537-04:00
331,MATHRN86556IN,Tanya Malhotra,D005,Tata Motors Connaught Place,2025-09-26,ABS activating unnecessarily on dry road at low speed,Brakes,ABS Issue,Brakes,ABS Issue,0.83,Medium,Open,Safari,XE,2025-04-22,2026-03-13T06:51:01.771-04:00
332,MATPNN45171IN,Rahul Chatterjee,D036,Tata Motors Panchkula,2025-10-24,audio balance shifting to one side randomly,Infotainment,Audio,Infotainment,Audio,0.87,Low,Resolved,Punch,Pure,2025-03-03,2026-03-13T06:51:02.005-04:00
333,MATTGK40169IN,Sunita Mishra,D039,Tata Motors Edappally,2025-10-25,audio balance shifting to one side randomly,Infotainment,Audio,Steering,Power Steering,0.66,Medium,Open,Punch,Accomplished,2025-06-08,2026-03-13T06:51:02.241-04:00
334,MATTGK94365IN,Meera Dutta,D029,Tata Motors Aliganj,2026-01-16,seat vibration noticeable at 60-80 kmph range,NVH,Vibration,NVH,Vibration,0.81,High,Open,Punch,Pure,2025-08-30,2026-03-13T06:51:02.475-04:00
335,MATSFM49252IN,Pooja Banerjee,D036,Tata Motors Panchkula,2026-01-09,AC not cooling sufficiently in rear seats,AC System,Cooling Issue,AC System,Cooling Issue,0.81,Medium,Closed,Tiago,EV XZ+,2025-08-13,2026-03-13T06:51:02.708-04:00
336,MATHRN86939IN,Amit Malhotra,D026,Tata Motors SG Highway,2025-10-17,tire pressure monitoring showing incorrect readings,Electrical,Sensor Issue,Electrical,Sensor Issue,0.82,High,Resolved,Tiago,XM,2025-07-31,2026-03-13T06:51:02.942-04:00
337,MATPNM49274IN,Sneha Menon,D037,Tata Motors Sector 17,2025-09-27,gear lever vibration during acceleration,NVH,Vibration,Steering,Power Steering,0.69,Low,Resolved,Punch,Pure,2024-10-24,2026-03-13T06:51:03.177-04:00
338,MATSFK32468IN,Manoj Rao,D034,Tata Motors Palasia,2025-10-12,musty smell from AC vents after starting car,AC System,Odor,AC System,Odor,0.92,Critical,Closed,Nexon,XZ,2024-11-22,2026-03-13T06:51:03.411-04:00
339,MATHRN64842IN,Karthik Desai,D019,Tata Motors Jubilee Hills,2025-12-01,musty smell from AC vents after starting car,AC System,Odor,AC System,Odor,0.94,High,Open,Punch,Adventure,2025-02-18,2026-03-13T06:51:03.651-04:00
340,MATHRN18384IN,Anjali Pillai,D036,Tata Motors Panchkula,2025-10-17,car pulling to the left even after wheel alignment,Steering,Alignment,Steering,Alignment,0.84,Medium,Resolved,Harrier,XZ+,2025-08-03,2026-03-13T06:51:03.884-04:00
341,MATHRL42654IN,Amit Dutta,D023,Tata Motors Park Street,2025-11-20,subwoofer not producing bass at lower volumes,Infotainment,Audio,Infotainment,Audio,0.84,Critical,Resolved,Harrier,XZ,2024-12-06,2026-03-13T06:51:04.118-04:00
342,MATHRK63907IN,Lakshmi Mishra,D015,Tata Motors Jayanagar,2025-12-30,AC blower making loud noise at speed 3 and above,AC System,Blower Issue,AC System,Blower Issue,0.79,High,Closed,Harrier,XZ,2025-11-23,2026-03-13T06:51:04.361-04:00
343,MATHRN97856IN,Ravi Nair,D031,Tata Motors Sadar,2026-02-05,ABS activating unnecessarily on dry road at low speed,Brakes,ABS Issue,Brakes,ABS Issue,0.89,Medium,In Progress,Nexon,XZ,2025-12-28,2026-03-13T06:51:04.594-04:00
344,MATHRK16259IN,Sanjay Pandey,D004,Tata Motors Navi Mumbai,2025-09-26,scratches visible under bonnet paint from factory,Body & Paint,Paint Defect,Body & Paint,Paint Defect,0.78,Medium,Open,Safari,XM,2025-02-24,2026-03-13T06:51:04.829-04:00
345,MATHRK64484IN,Divya Desai,D025,Tata Motors Ashram Road,2026-03-08,weak cranking during cold morning starts,Electrical,Battery,Electrical,Wiring Issue,0.42,Critical,Resolved,Harrier,XZ+,2026-01-17,2026-03-13T06:51:05.063-04:00
346,MATSFK58362IN,Gaurav Yadav,D026,Tata Motors SG Highway,2026-01-02,audio balance shifting to one side randomly,Infotainment,Audio,Infotainment,Audio,0.84,Critical,Closed,Harrier,XE,2025-11-02,2026-03-13T06:51:05.301-04:00
347,MATSFM93277IN,Prakash Reddy,D002,Tata Motors Thane,2025-10-04,brake pedal goes too deep before engaging,Brakes,Pedal Feel,AC System,Cooling Issue,0.62,Medium,Resolved,Tiago,XZ,2025-05-11,2026-03-13T06:51:05.537-04:00
348,MATHRK41922IN,Anjali Dutta,D028,Tata Motors Vaishali Nagar,2026-02-06,Apple CarPlay not connecting after software update,Infotainment,Connectivity,Infotainment,Connectivity,0.81,Medium,Resolved,Safari,Adventure,2025-08-02,2026-03-13T06:51:05.772-04:00
349,MATNXM53420IN,Vivek Malhotra,D010,Tata Motors OMR,2025-12-22,infotainment screen freezes intermittently requiring restart,Infotainment,Screen Issue,Infotainment,Screen Issue,0.96,Low,Open,Tiago,XM,2025-04-25,2026-03-13T06:51:06.006-04:00
350,MATHRL32764IN,Manoj Agarwal,D018,Tata Motors Baner,2025-10-08,power window stuck halfway and not responding,Electrical,Wiring Issue,Electrical,Wiring Issue,0.99,Medium,Resolved,Harrier,XM,2025-05-13,2026-03-13T06:51:06.247-04:00
351,MATPNN31989IN,Rohit Kapoor,D002,Tata Motors Thane,2026-01-31,gear getting stuck in reverse occasionally,Transmission,Gear Issue,Transmission,DCT Issue,0.42,Medium,In Progress,Safari,XE,2025-09-25,2026-03-13T06:51:06.480-04:00
352,MATSFN47122IN,Kavita Rao,D001,Tata Motors Andheri,2025-10-07,ABS activating unnecessarily on dry road at low speed,Brakes,ABS Issue,Brakes,ABS Issue,0.79,High,Closed,Safari,XZ+,2024-12-31,2026-03-13T06:51:06.714-04:00
353,MATNXK15089IN,Vivek Mishra,D026,Tata Motors SG Highway,2025-09-14,whining noise from power steering pump at full lock,Steering,Power Steering,Steering,Power Steering,0.94,Medium,In Progress,Nexon,XZ+ Lux,2025-07-27,2026-03-13T06:51:06.947-04:00
354,MATSFL69699IN,Rahul Rao,D003,Tata Motors Powai,2025-12-02,steering feels off-centre when driving straight,Steering,Alignment,Steering,Alignment,0.91,Low,Open,Harrier,XZ+ Dark,2025-05-31,2026-03-13T06:51:07.182-04:00
355,MATTGN96309IN,Rohit Das,D019,Tata Motors Jubilee Hills,2025-09-16,burning smell when AC is turned on at high fan speed,AC System,Odor,AC System,Odor,0.89,Medium,Resolved,Tiago,XE,2024-11-11,2026-03-13T06:51:07.424-04:00
356,MATNXN19154IN,Vivek Sinha,D029,Tata Motors Aliganj,2026-01-31,clutch pedal vibration when shifting gears,Transmission,Gear Issue,Transmission,Gear Issue,0.85,Medium,Resolved,Nexon,XM,2025-10-30,2026-03-13T06:51:07.661-04:00
357,MATHRN63581IN,Neha Kapoor,D024,Tata Motors Howrah,2025-09-26,steering feels off-centre when driving straight,Steering,Alignment,Steering,Alignment,0.79,Low,In Progress,Nexon,XZ+ Lux,2025-06-12,2026-03-13T06:51:07.913-04:00
358,MATTGM59239IN,Rekha Desai,D004,Tata Motors Navi Mumbai,2026-03-13,water seeping into boot area during car wash,Body & Paint,Water Leak,Body & Paint,Water Leak,0.82,High,Closed,Punch,Accomplished,2025-03-30,2026-03-13T06:51:08.149-04:00
359,MATNXN69889IN,Komal Sinha,D032,Tata Motors Dharampeth,2025-10-11,hard shifting observed between 2nd and 3rd gear in AMT,Transmission,Gear Issue,Transmission,Gear Issue,0.88,Medium,Open,Tiago,XE,2025-09-08,2026-03-13T06:51:08.383-04:00
360,MATSFN40612IN,Sneha Singh,D036,Tata Motors Panchkula,2025-10-10,AC not cooling sufficiently in rear seats,AC System,Cooling Issue,AC System,Cooling Issue,0.79,High,Resolved,Harrier,XE,2025-04-11,2026-03-13T06:51:08.617-04:00
361,MATNXK75264IN,Pooja Kapoor,D027,Tata Motors Civil Lines,2025-11-17,dampness observed near A-pillar after rain,Body & Paint,Water Leak,Body & Paint,Water Leak,0.90,High,Open,Harrier,XM,2024-12-26,2026-03-13T06:51:08.850-04:00
362,MATHRM60264IN,Swati Mukherjee,D020,Tata Motors Gachibowli,2025-12-19,steering feels off-centre when driving straight,Steering,Alignment,Electrical,Battery,0.52,Low,Closed,Safari,XZ,2025-02-23,2026-03-13T06:51:09.084-04:00
363,MATSFN60023IN,Karthik Mukherjee,D004,Tata Motors Navi Mumbai,2025-10-09,battery warning light appearing intermittently on dashboard,Electrical,Battery,Electrical,Battery,0.98,Critical,Open,Nexon,XZ+ Lux,2025-03-31,2026-03-13T06:51:09.411-04:00
364,MATTGN60875IN,Komal Rao,D037,Tata Motors Sector 17,2025-11-14,jerky movement at low speeds in DCT variant,Transmission,DCT Issue,Brakes,ABS Issue,0.46,Low,Open,Punch,EV Adventure,2024-11-29,2026-03-13T06:51:09.646-04:00
365,MATSFL72689IN,Rajesh Singh,D027,Tata Motors Civil Lines,2026-02-24,subwoofer not producing bass at lower volumes,Infotainment,Audio,Infotainment,Audio,0.91,Medium,Open,Nexon,XZ,2025-08-21,2026-03-13T06:51:09.880-04:00
366,MATNXM61417IN,Deepa Sinha,D022,Tata Motors Salt Lake,2026-03-04,dashboard rattling noise at speeds above 80 kmph,NVH,Rattling Noise,NVH,Rattling Noise,0.85,Medium,Closed,Safari,XZ+,2025-03-09,2026-03-13T06:51:10.113-04:00
367,MATPNL85649IN,Ashok Kumar,D030,Tata Motors Gomti Nagar,2026-01-19,jerky movement at low speeds in DCT variant,Transmission,DCT Issue,Body & Paint,Water Leak,0.62,Medium,In Progress,Tiago,XZ,2025-02-28,2026-03-13T06:51:10.351-04:00
368,MATNXN56607IN,Rohit Kumar,D010,Tata Motors OMR,2025-12-25,Apple CarPlay not connecting after software update,Infotainment,Connectivity,Infotainment,Connectivity,0.86,Medium,Closed,Safari,XE,2025-06-17,2026-03-13T06:51:10.586-04:00
369,MATPNN46073IN,Sachin Yadav,D032,Tata Motors Dharampeth,2026-01-21,jerky movement at low speeds in DCT variant,Transmission,DCT Issue,Transmission,DCT Issue,0.82,Medium,Open,Harrier,XZ,2025-11-05,2026-03-13T06:51:10.820-04:00
370,MATTGK63127IN,Rekha Verma,D033,Tata Motors MG Road,2025-11-01,Android Auto showing connection error repeatedly,Infotainment,Connectivity,Infotainment,Connectivity,0.81,High,Resolved,Harrier,XM,2025-07-27,2026-03-13T06:51:11.055-04:00
371,MATNXK43654IN,Swati Das,D034,Tata Motors Palasia,2025-12-24,paint chipping near front bumper edge after 2 months,Body & Paint,Paint Defect,Body & Paint,Paint Defect,0.97,Low,Resolved,Nexon,XE,2025-11-13,2026-03-13T06:51:11.287-04:00
372,MATTGL76924IN,Swati Chatterjee,D013,Tata Motors Koramangala,2026-02-12,water seeping into boot area during car wash,Body & Paint,Water Leak,Body & Paint,Water Leak,0.92,Medium,Open,Harrier,XZ,2026-01-06,2026-03-13T06:51:11.520-04:00
373,MATHRK69777IN,Priya Desai,D023,Tata Motors Park Street,2025-10-26,clear coat peeling on roof near antenna area,Body & Paint,Paint Defect,Body & Paint,Paint Defect,0.82,Medium,Closed,Tiago,XZ,2025-02-11,2026-03-13T06:51:11.753-04:00
374,MATNXK42440IN,Lakshmi Das,D004,Tata Motors Navi Mumbai,2025-09-18,metallic rattling noise from engine bay at idle,NVH,Rattling Noise,NVH,Rattling Noise,0.93,High,Resolved,Nexon,XZ+,2025-01-03,2026-03-13T06:51:11.987-04:00
375,MATTGN87178IN,Manoj Joshi,D013,Tata Motors Koramangala,2025-09-19,hard shifting observed between 2nd and 3rd gear in AMT,Transmission,Gear Issue,Transmission,Gear Issue,0.97,Medium,In Progress,Tiago,XE,2024-09-25,2026-03-13T06:51:12.220-04:00
376,MATPNM26721IN,Sachin Singh,D010,Tata Motors OMR,2025-11-17,Apple CarPlay not connecting after software update,Infotainment,Connectivity,Infotainment,Connectivity,0.92,High,Closed,Tiago,XZ,2025-02-11,2026-03-13T06:51:12.454-04:00
377,MATTGN46152IN,Lakshmi Chatterjee,D023,Tata Motors Park Street,2026-02-14,burning smell when AC is turned on at high fan speed,AC System,Odor,AC System,Odor,0.81,Low,Resolved,Punch,Creative,2025-08-02,2026-03-13T06:51:12.688-04:00
378,MATHRK75248IN,Prakash Saxena,D030,Tata Motors Gomti Nagar,2025-09-17,car pulling to the left even after wheel alignment,Steering,Alignment,Steering,Alignment,0.98,Medium,In Progress,Punch,EV Adventure,2024-10-20,2026-03-13T06:51:12.923-04:00
379,MATNXL68805IN,Vivek Nair,D022,Tata Motors Salt Lake,2025-10-12,AC blower making loud noise at speed 3 and above,AC System,Blower Issue,AC System,Blower Issue,0.93,High,Open,Tiago,XM,2025-01-18,2026-03-13T06:51:13.157-04:00
380,MATSFK37926IN,Deepa Agarwal,D020,Tata Motors Gachibowli,2026-02-18,rain sensing wipers activating in dry conditions,Electrical,Sensor Issue,Electrical,Sensor Issue,0.86,Medium,Resolved,Punch,Pure,2025-09-30,2026-03-13T06:51:13.391-04:00
381,MATNXL77412IN,Pooja Banerjee,D010,Tata Motors OMR,2025-10-19,door panel gap wider on left side compared to right,Body & Paint,Panel Gap,Body & Paint,Panel Gap,0.82,Medium,In Progress,Punch,EV Adventure,2025-04-17,2026-03-13T06:51:13.626-04:00
382,MATHRM34846IN,Priya Joshi,D001,Tata Motors Andheri,2025-10-21,steering feels off-centre when driving straight,Steering,Alignment,Steering,Alignment,0.97,Critical,Open,Tiago,EV XZ+,2025-03-22,2026-03-13T06:51:13.860-04:00
383,MATPNL60967IN,Sunita Tiwari,D028,Tata Motors Vaishali Nagar,2026-02-06,audio balance shifting to one side randomly,Infotainment,Audio,Infotainment,Audio,0.87,Low,Open,Tiago,XZ+,2025-10-03,2026-03-13T06:51:14.094-04:00
384,MATTGL77009IN,Rohit Pandey,D027,Tata Motors Civil Lines,2025-11-22,AC not cooling sufficiently in rear seats,AC System,Cooling Issue,AC System,Cooling Issue,0.78,High,In Progress,Harrier,XZ,2025-08-15,2026-03-13T06:51:14.328-04:00
385,MATHRL25789IN,Kavita Chopra,D030,Tata Motors Gomti Nagar,2025-10-10,burning smell when AC is turned on at high fan speed,AC System,Odor,AC System,Odor,0.87,Medium,Open,Tiago,XZ+,2025-09-07,2026-03-13T06:51:14.562-04:00
386,MATSFM42370IN,Rekha Bhat,D033,Tata Motors MG Road,2025-09-18,infotainment screen freezes intermittently requiring restart,Infotainment,Screen Issue,Infotainment,Screen Issue,0.93,Low,In Progress,Safari,XZ+,2025-07-10,2026-03-13T06:51:14.820-04:00
387,MATTGL58705IN,Divya Chatterjee,D006,Tata Motors Dwarka,2025-10-26,reverse camera display goes blank randomly,Electrical,Wiring Issue,Electrical,Wiring Issue,0.92,Medium,Resolved,Tiago,EV XZ+,2024-12-04,2026-03-13T06:51:15.056-04:00
388,MATSFK68783IN,Sneha Sinha,D001,Tata Motors Andheri,2025-09-17,transmission hesitation when accelerating from standstill,Transmission,DCT Issue,Transmission,DCT Issue,0.99,Medium,Open,Punch,Creative,2024-10-17,2026-03-13T06:51:15.289-04:00
389,MATPNN60351IN,Karthik Mukherjee,D031,Tata Motors Sadar,2025-11-04,brake pedal squeak during light braking,NVH,Squeaking,NVH,Squeaking,0.91,Medium,Open,Tiago,XM,2025-08-27,2026-03-13T06:51:15.522-04:00
390,MATTGL32427IN,Parveen Nair,D018,Tata Motors Baner,2025-12-09,squeaking noise from front suspension on speed breakers,NVH,Squeaking,NVH,Squeaking,0.97,High,Resolved,Safari,XZ,2025-08-12,2026-03-13T06:51:15.756-04:00
391,MATSFM63522IN,Swati Banerjee,D034,Tata Motors Palasia,2025-09-25,horn not working in morning cold starts,Electrical,Wiring Issue,AC System,Odor,0.63,Medium,In Progress,Nexon,XZ,2025-01-13,2026-03-13T06:51:15.989-04:00
392,MATTGL67958IN,Sachin Iyer,D023,Tata Motors Park Street,2025-10-28,paint chipping near front bumper edge after 2 months,Body & Paint,Paint Defect,Body & Paint,Paint Defect,0.86,Medium,Resolved,Nexon,EV XZ+,2025-06-01,2026-03-13T06:51:16.223-04:00
393,MATHRL74293IN,Anjali Mukherjee,D010,Tata Motors OMR,2026-02-17,floor vibration when driving on expressway,NVH,Vibration,NVH,Vibration,0.85,Medium,Closed,Tiago,XZ+,2025-04-21,2026-03-13T06:51:16.457-04:00
394,MATTGN59528IN,Neha Das,D018,Tata Motors Baner,2025-09-22,clear coat peeling on roof near antenna area,Body & Paint,Paint Defect,Body & Paint,Paint Defect,0.86,High,Resolved,Safari,XZ,2024-10-26,2026-03-13T06:51:16.691-04:00
395,MATPNM50289IN,Priya Mukherjee,D036,Tata Motors Panchkula,2025-12-31,rattling noise near AC vent on bumpy roads,NVH,Rattling Noise,NVH,Rattling Noise,0.89,Medium,In Progress,Nexon,EV XZ+,2025-07-26,2026-03-13T06:51:16.929-04:00
396,MATNXK32224IN,Anita Chopra,D006,Tata Motors Dwarka,2025-09-26,ABS activating unnecessarily on dry road at low speed,Brakes,ABS Issue,Brakes,ABS Issue,0.81,High,Open,Nexon,XZ+ Lux,2024-09-30,2026-03-13T06:51:17.163-04:00
397,MATTGK55663IN,Vikram Iyer,D012,Tata Motors Whitefield,2025-09-24,gear getting stuck in reverse occasionally,Transmission,Gear Issue,Transmission,Gear Issue,0.99,High,Resolved,Safari,XZ,2025-03-13,2026-03-13T06:51:17.396-04:00
398,MATTGL46500IN,Suresh Reddy,D004,Tata Motors Navi Mumbai,2025-10-08,screen going black randomly while using navigation,Infotainment,Screen Issue,Body & Paint,Paint Defect,0.51,Medium,Closed,Punch,Creative,2025-02-19,2026-03-13T06:51:17.631-04:00
399,MATHRN20959IN,Rajesh Dutta,D035,Tata Motors Rajpur Road,2025-11-19,battery warning light appearing intermittently on dashboard,Electrical,Battery,Electrical,Battery,0.79,Low,Resolved,Punch,Adventure,2025-10-11,2026-03-13T06:51:17.865-04:00
400,MATHRK39437IN,Rajesh Verma,D003,Tata Motors Powai,2025-11-30,AC blower not working on speed 1 setting,AC System,Blower Issue,NVH,Squeaking,0.61,High,In Progress,Punch,Accomplished,2025-09-26,2026-03-13T06:51:18.101-04:00
401,MATHRL71573IN,Sanjay Sinha,D031,Tata Motors Sadar,2025-10-28,Android Auto showing connection error repeatedly,Infotainment,Connectivity,Infotainment,Connectivity,0.91,Critical,Open,Nexon,XZ+ Lux,2025-04-07,2026-03-13T06:51:18.338-04:00
402,MATTGM84981IN,Arun Reddy,D013,Tata Motors Koramangala,2025-11-09,body vibration felt at idle with AC on,NVH,Vibration,NVH,Vibration,0.86,Low,Resolved,Harrier,XZ+ Dark,2025-08-28,2026-03-13T06:51:18.572-04:00
403,MATPNN51050IN,Sneha Das,D003,Tata Motors Powai,2025-11-18,screeching noise from rear brakes in reverse,Brakes,Noise,Brakes,Noise,0.89,Medium,In Progress,Harrier,XE,2025-10-11,2026-03-13T06:51:18.805-04:00
404,MATTGN83890IN,Sachin Dutta,D003,Tata Motors Powai,2026-02-05,ABS warning light appearing intermittently,Brakes,ABS Issue,AC System,Blower Issue,0.56,Critical,Open,Punch,Pure,2025-05-01,2026-03-13T06:51:19.046-04:00
405,MATNXK29685IN,Suresh Singh,D040,Tata Motors Vizag CBD,2025-10-08,AC takes more than 10 minutes to cool cabin in summer,AC System,Cooling Issue,AC System,Cooling Issue,0.97,High,Open,Nexon,XM,2025-06-13,2026-03-13T06:51:19.285-04:00
406,MATSFM27196IN,Nitin Tiwari,D032,Tata Motors Dharampeth,2025-12-20,brake pedal feels spongy after 500km of driving,Brakes,Pedal Feel,Brakes,Pedal Feel,0.95,Critical,Resolved,Tiago,EV XZ+,2025-09-20,2026-03-13T06:51:19.518-04:00
407,MATPNM69612IN,Smita Patel,D014,Tata Motors Electronic City,2025-10-23,musty smell from AC vents after starting car,AC System,Odor,AC System,Odor,0.81,Medium,Resolved,Nexon,XZ+ Lux,2025-07-01,2026-03-13T06:51:19.765-04:00
408,MATSFN62551IN,Karthik Gupta,D009,Tata Motors Anna Nagar,2025-10-13,car pulling to the left even after wheel alignment,Steering,Alignment,Electrical,Wiring Issue,0.35,High,Resolved,Nexon,EV Max XZ+ Lux,2025-04-21,2026-03-13T06:51:19.999-04:00
409,MATNXM23801IN,Rajesh Chatterjee,D010,Tata Motors OMR,2025-10-04,jerky movement at low speeds in DCT variant,Transmission,DCT Issue,NVH,Squeaking,0.42,Medium,Closed,Safari,Adventure,2025-04-03,2026-03-13T06:51:20.234-04:00
410,MATHRK53086IN,Parveen Nair,D016,Tata Motors Kothrud,2026-01-23,tire pressure monitoring showing incorrect readings,Electrical,Sensor Issue,Brakes,Noise,0.64,Medium,Open,Harrier,XE,2025-10-28,2026-03-13T06:51:20.471-04:00
411,MATPNK37973IN,Rahul Saxena,D011,Tata Motors Adyar,2026-03-02,Apple CarPlay not connecting after software update,Infotainment,Connectivity,Infotainment,Connectivity,0.85,High,Resolved,Nexon,XE,2025-12-09,2026-03-13T06:51:20.706-04:00
412,MATSFL31565IN,Nitin Joshi,D002,Tata Motors Thane,2025-09-21,power window stuck halfway and not responding,Electrical,Wiring Issue,Electrical,Wiring Issue,0.90,Medium,Open,Punch,EV Adventure,2025-03-09,2026-03-13T06:51:20.946-04:00
413,MATTGM52432IN,Gaurav Pillai,D007,Tata Motors Noida,2026-01-17,grinding noise from front brakes during slow speed braking,Brakes,Noise,Brakes,Noise,0.90,Low,In Progress,Harrier,XZ+,2025-02-09,2026-03-13T06:51:21.183-04:00
414,MATNXL38655IN,Rahul Kapoor,D009,Tata Motors Anna Nagar,2026-02-13,Apple CarPlay not connecting after software update,Infotainment,Connectivity,Infotainment,Connectivity,0.79,Medium,Open,Punch,Adventure,2025-05-21,2026-03-13T06:51:21.424-04:00
415,MATTGL24860IN,Rekha Iyer,D022,Tata Motors Salt Lake,2025-10-31,AC blower making loud noise at speed 3 and above,AC System,Blower Issue,AC System,Blower Issue,0.90,Low,In Progress,Harrier,XZ,2025-01-24,2026-03-13T06:51:21.659-04:00
416,MATNXK95147IN,Amit Desai,D001,Tata Motors Andheri,2025-10-18,screeching noise from rear brakes in reverse,Brakes,Noise,Brakes,Noise,0.97,Medium,Open,Punch,Adventure,2025-09-16,2026-03-13T06:51:21.892-04:00
417,MATPNM10996IN,Sanjay Joshi,D033,Tata Motors MG Road,2025-11-29,steering returning slow after making turns,Steering,Power Steering,Transmission,DCT Issue,0.44,Medium,Open,Nexon,XZ+,2025-07-11,2026-03-13T06:51:22.128-04:00
418,MATSFN84997IN,Rajesh Pandey,D006,Tata Motors Dwarka,2026-01-25,scratches visible under bonnet paint from factory,Body & Paint,Paint Defect,NVH,Vibration,0.52,Low,Resolved,Nexon,XZ+,2025-06-20,2026-03-13T06:51:22.365-04:00
419,MATHRK26558IN,Sneha Bhat,D005,Tata Motors Connaught Place,2026-01-19,floor vibration when driving on expressway,NVH,Vibration,NVH,Vibration,0.93,Medium,Resolved,Punch,Accomplished,2025-11-09,2026-03-13T06:51:22.609-04:00
420,MATSFL41420IN,Divya Joshi,D024,Tata Motors Howrah,2026-02-24,whining noise from power steering pump at full lock,Steering,Power Steering,Steering,Power Steering,0.86,Low,Resolved,Nexon,XE,2025-04-13,2026-03-13T06:51:22.844-04:00
421,MATTGL24034IN,Sunita Pillai,D035,Tata Motors Rajpur Road,2025-11-25,gear getting stuck in reverse occasionally,Transmission,Gear Issue,Transmission,Gear Issue,0.85,High,In Progress,Nexon,EV XZ+,2025-06-07,2026-03-13T06:51:23.078-04:00
422,MATNXK96463IN,Pooja Kumar,D029,Tata Motors Aliganj,2025-12-09,battery warning light appearing intermittently on dashboard,Electrical,Battery,Electrical,Battery,0.95,High,In Progress,Punch,EV Adventure,2025-10-07,2026-03-13T06:51:23.313-04:00
423,MATSFK38804IN,Rohit Agarwal,D026,Tata Motors SG Highway,2025-10-31,power window stuck halfway and not responding,Electrical,Wiring Issue,Electrical,Wiring Issue,0.93,Medium,Closed,Harrier,XZ,2024-11-14,2026-03-13T06:51:23.553-04:00
424,MATHRK61488IN,Rohit Banerjee,D035,Tata Motors Rajpur Road,2026-01-13,wireless charging pad not detecting phone properly,Infotainment,Connectivity,Infotainment,Connectivity,0.78,Low,Open,Harrier,XZ+,2025-03-23,2026-03-13T06:51:23.787-04:00
425,MATNXK31921IN,Sneha Reddy,D022,Tata Motors Salt Lake,2026-01-14,transmission hesitation when accelerating from standstill,Transmission,DCT Issue,Transmission,DCT Issue,0.97,Medium,Resolved,Safari,XZ+,2025-04-12,2026-03-13T06:51:24.025-04:00
426,MATSFM11262IN,Anita Patel,D023,Tata Motors Park Street,2025-09-17,AC blower making loud noise at speed 3 and above,AC System,Blower Issue,AC System,Blower Issue,0.84,Critical,Resolved,Safari,XZ+,2025-06-01,2026-03-13T06:51:24.263-04:00
427,MATHRN16509IN,Dinesh Nair,D021,Tata Motors Hitech City,2025-12-15,transmission hesitation when accelerating from standstill,Transmission,DCT Issue,Transmission,DCT Issue,0.90,Low,In Progress,Tiago,XM,2025-09-01,2026-03-13T06:51:24.496-04:00
428,MATHRK14850IN,Sachin Yadav,D035,Tata Motors Rajpur Road,2025-10-25,floor vibration when driving on expressway,NVH,Vibration,NVH,Vibration,0.98,High,Open,Safari,XE,2025-01-09,2026-03-13T06:51:24.731-04:00
429,MATSFK23466IN,Vivek Pillai,D019,Tata Motors Jubilee Hills,2025-12-25,jerky movement at low speeds in DCT variant,Transmission,DCT Issue,Transmission,DCT Issue,0.97,Medium,Resolved,Tiago,XM,2025-11-13,2026-03-13T06:51:24.981-04:00
