Deliveries: 700 rows
delivery_id,vin,customer_name,customer_phone,dealer_code,dealer_name,delivery_date,delivery_officer,odometer_reading,fuel_level,model,variant,epod_signed,customer_remarks,inspection_id,created_at
387,MATNXL62858IN,Rahul Pillai,+918897580521,D038,Tata Motors Kadavanthara,2026-03-09,Tarun Kaushik,41,Full,Nexon,EV XZ+,true,Noticed slight vibration during test drive - dealer to check,387,2026-03-13T06:56:21.879-04:00
388,MATHRL58283IN,Anjali Chopra,+919634285635,D011,Tata Motors Adyar,2026-01-11,Abhishek Pandey,20,Full,Punch,Adventure,true,,388,2026-03-13T06:56:22.005-04:00
389,MATHRL56538IN,Vikram Nair,+917472608471,D017,Tata Motors Hinjawadi,2026-03-11,Sameer Khanna,27,Full,Harrier,XE,true,Delivery process was smooth and professional,389,2026-03-13T06:56:22.122-04:00
390,MATHRL21982IN,Karthik Yadav,+917592929176,D001,Tata Motors Andheri,2026-01-12,Abhishek Pandey,6,3/4,Tiago,XZ,false,AC not cooling well - dealer scheduled follow-up,390,2026-03-13T06:56:22.241-04:00
391,MATTGK82423IN,Karthik Reddy,+918262944710,D035,Tata Motors Rajpur Road,2026-03-09,Nikhil Desai,26,Full,Safari,XM,true,Very happy with the vehicle condition,391,2026-03-13T06:56:22.353-04:00
392,MATNXK64461IN,Arun Chatterjee,+918641495985,D023,Tata Motors Park Street,2026-01-15,Sameer Khanna,22,Full,Safari,XZ,true,Excellent handover experience,392,2026-03-13T06:56:22.476-04:00
393,MATTGL63382IN,Swati Joshi,+919994261236,D038,Tata Motors Kadavanthara,2026-03-08,Arjun Nambiar,6,Full,Harrier,XM,true,Documentation was delayed by 30 minutes,393,2026-03-13T06:56:22.586-04:00
394,MATNXL54235IN,Vivek Yadav,+917342057624,D030,Tata Motors Gomti Nagar,2026-01-14,Abhishek Pandey,44,Full,Safari,XE,true,Very happy with the vehicle condition,394,2026-03-13T06:56:22.709-04:00
395,MATPNN99772IN,Sneha Mukherjee,+919517892390,D005,Tata Motors Connaught Place,2026-03-10,Rohit Bhardwaj,7,3/4,Harrier,XM,true,,395,2026-03-13T06:56:22.817-04:00
396,MATHRM44574IN,Anita Kapoor,+918101018932,D009,Tata Motors Anna Nagar,2026-01-10,Kunal Trivedi,42,Full,Safari,XM,true,AC not cooling well - dealer scheduled follow-up,396,2026-03-13T06:56:22.943-04:00
397,MATTGK16999IN,Karthik Verma,+917128962731,D017,Tata Motors Hinjawadi,2026-03-04,Kunal Trivedi,8,Full,Harrier,XM,true,,397,2026-03-13T06:56:23.055-04:00
398,MATPNN85066IN,Tanya Nair,+919446146295,D016,Tata Motors Kothrud,2026-01-09,Tarun Kaushik,24,Full,Safari,XM,true,,398,2026-03-13T06:56:23.177-04:00
399,MATTGM29258IN,Priya Banerjee,+917833388595,D027,Tata Motors Civil Lines,2026-03-10,Nikhil Desai,37,Full,Tiago,XZ+,true,,399,2026-03-13T06:56:23.287-04:00
400,MATTGN17179IN,Rekha Saxena,+919419603203,D013,Tata Motors Koramangala,2026-01-10,Sameer Khanna,28,Full,Tiago,XZ+,true,All accessories installed as promised,400,2026-03-13T06:56:23.412-04:00
401,MATHRK28156IN,Priya Chatterjee,+919405748839,D040,Tata Motors Vizag CBD,2026-03-10,Kunal Trivedi,18,Full,Harrier,XE,true,,401,2026-03-13T06:56:23.523-04:00
402,MATSFN82170IN,Smita Pillai,+917399327750,D021,Tata Motors Hitech City,2026-01-09,Rohit Bhardwaj,35,Full,Harrier,XE,true,Documentation was delayed by 30 minutes,402,2026-03-13T06:56:23.648-04:00
403,MATSFN45002IN,Kavita Joshi,+917809811887,D001,Tata Motors Andheri,2026-03-08,Varun Mishra,28,Full,Nexon,XE,true,Requested additional floor mats,403,2026-03-13T06:56:23.754-04:00
404,MATPNK36484IN,Manoj Reddy,+919823975269,D002,Tata Motors Thane,2026-01-10,Rohit Bhardwaj,36,Full,Harrier,XZ,true,All accessories installed as promised,404,2026-03-13T06:56:23.882-04:00
405,MATPNL92179IN,Sneha Pillai,+918926102574,D035,Tata Motors Rajpur Road,2026-03-07,Nikhil Desai,29,Full,Nexon,EV Max XZ+ Lux,true,,405,2026-03-13T06:56:23.988-04:00
406,MATPNL16251IN,Bhavna Verma,+919692040362,D037,Tata Motors Sector 17,2026-01-14,Kunal Trivedi,31,3/4,Tiago,XM,true,AC not cooling well - dealer scheduled follow-up,406,2026-03-13T06:56:24.118-04:00
407,MATNXK81393IN,Rahul Iyer,+919134130908,D040,Tata Motors Vizag CBD,2026-03-09,Pankaj Dubey,19,Full,Harrier,XZ+ Dark,true,Delivery process was smooth and professional,407,2026-03-13T06:56:24.219-04:00
408,MATNXN38606IN,Deepa Banerjee,+917716396313,D019,Tata Motors Jubilee Hills,2026-01-13,Pankaj Dubey,39,Full,Nexon,XZ,true,,408,2026-03-13T06:56:24.352-04:00
409,MATNXK71656IN,Rajesh Chatterjee,+918351353524,D002,Tata Motors Thane,2026-03-06,Arjun Nambiar,19,3/4,Harrier,XE,true,Excellent handover experience,409,2026-03-13T06:56:24.449-04:00
410,MATPNM85041IN,Rahul Chopra,+919304341595,D019,Tata Motors Jubilee Hills,2026-01-11,Sameer Khanna,12,Full,Tiago,XM,true,Delivery process was smooth and professional,410,2026-03-13T06:56:24.589-04:00
411,MATNXN87150IN,Swati Joshi,+917107908812,D021,Tata Motors Hitech City,2026-03-07,Abhishek Pandey,32,3/4,Harrier,XM,true,Delivery process was smooth and professional,411,2026-03-13T06:56:24.680-04:00
412,MATHRM39348IN,Amit Rao,+919190232492,D038,Tata Motors Kadavanthara,2026-01-08,Kunal Trivedi,26,Full,Punch,EV Adventure,true,Excellent handover experience,412,2026-03-13T06:56:24.823-04:00
413,MATTGK69863IN,Sneha Das,+918061197878,D014,Tata Motors Electronic City,2026-03-08,Manish Sethi,24,Full,Safari,Adventure,true,Noticed slight vibration during test drive - dealer to check,413,2026-03-13T06:56:24.914-04:00
414,MATHRM66773IN,Anjali Desai,+918758807208,D037,Tata Motors Sector 17,2026-01-13,Manish Sethi,37,Full,Safari,XM,true,Minor scratch noticed on door - dealer promised touch-up,414,2026-03-13T06:56:25.115-04:00
415,MATNXL33467IN,Swati Reddy,+919133678338,D017,Tata Motors Hinjawadi,2026-03-07,Nikhil Desai,16,3/4,Safari,XE,true,,415,2026-03-13T06:56:25.148-04:00
416,MATTGN76296IN,Tanya Joshi,+919059995148,D034,Tata Motors Palasia,2026-01-09,Tarun Kaushik,22,Full,Safari,XE,true,Noticed slight vibration during test drive - dealer to check,416,2026-03-13T06:56:25.350-04:00
417,MATPNM91204IN,Kavita Iyer,+917153968004,D032,Tata Motors Dharampeth,2026-03-09,Kunal Trivedi,8,Full,Nexon,XE,false,Delivery process was smooth and professional,417,2026-03-13T06:56:25.382-04:00
418,MATSFL93663IN,Deepa Kumar,+917992356542,D005,Tata Motors Connaught Place,2026-01-09,Pankaj Dubey,45,Full,Tiago,EV XZ+,true,Delivery process was smooth and professional,418,2026-03-13T06:56:25.585-04:00
419,MATNXM99198IN,Meera Singh,+917390959945,D005,Tata Motors Connaught Place,2026-03-06,Abhishek Pandey,22,Full,Tiago,XM,true,Delivery process was smooth and professional,419,2026-03-13T06:56:25.614-04:00
420,MATSFK39301IN,Divya Mukherjee,+919699422320,D002,Tata Motors Thane,2026-01-09,Nikhil Desai,37,Full,Safari,XZ+,true,All accessories installed as promised,420,2026-03-13T06:56:25.829-04:00
421,MATNXN24836IN,Sneha Nair,+917582337028,D018,Tata Motors Baner,2026-03-02,Kunal Trivedi,28,Full,Safari,XZ+,true,,421,2026-03-13T06:56:25.845-04:00
422,MATHRL57986IN,Rekha Iyer,+917373600267,D023,Tata Motors Park Street,2026-01-12,Varun Mishra,45,Full,Punch,EV Adventure,true,Excellent handover experience,422,2026-03-13T06:56:26.064-04:00
423,MATNXL56381IN,Ravi Iyer,+918273255733,D009,Tata Motors Anna Nagar,2026-03-08,Sameer Khanna,12,1/2,Tiago,XE,true,,423,2026-03-13T06:56:26.078-04:00
424,MATHRN83060IN,Anjali Mishra,+918388264586,D024,Tata Motors Howrah,2026-01-08,Varun Mishra,12,Full,Tiago,XZ+,true,Requested additional floor mats,424,2026-03-13T06:56:26.299-04:00
425,MATTGN87112IN,Rahul Nair,+918157190959,D020,Tata Motors Gachibowli,2026-03-04,Sameer Khanna,33,Full,Tiago,EV XZ+,true,Requested additional floor mats,425,2026-03-13T06:56:26.309-04:00
426,MATHRL94848IN,Rajesh Rao,+919076507654,D037,Tata Motors Sector 17,2026-03-07,Rohit Bhardwaj,16,Full,Tiago,XE,true,,426,2026-03-13T06:56:26.581-04:00
427,MATSFN47272IN,Divya Joshi,+918151999655,D036,Tata Motors Panchkula,2026-01-08,Abhishek Pandey,31,Full,Harrier,XE,true,Delivery process was smooth and professional,427,2026-03-13T06:56:26.582-04:00
428,MATHRL77543IN,Sneha Das,+918699978312,D033,Tata Motors MG Road,2026-03-08,Tarun Kaushik,13,Full,Tiago,XE,true,,428,2026-03-13T06:56:26.856-04:00
429,MATPNL21776IN,Anjali Menon,+917479285527,D005,Tata Motors Connaught Place,2026-01-12,Abhishek Pandey,30,Full,Safari,XE,true,Very happy with the vehicle condition,429,2026-03-13T06:56:26.857-04:00
430,MATSFM57603IN,Arun Singh,+919549993595,D012,Tata Motors Whitefield,2026-03-06,Nikhil Desai,34,3/4,Tiago,XZ,true,All accessories installed as promised,430,2026-03-13T06:56:27.163-04:00
431,MATNXN33809IN,Rajesh Dutta,+917213976894,D012,Tata Motors Whitefield,2026-01-11,Abhishek Pandey,18,Full,Safari,XE,true,,431,2026-03-13T06:56:27.163-04:00
432,MATHRK32438IN,Deepa Rao,+917110892522,D011,Tata Motors Adyar,2026-03-07,Varun Mishra,12,Full,Nexon,XE,true,Delivery process was smooth and professional,432,2026-03-13T06:56:27.470-04:00
433,MATHRM82868IN,Anita Verma,+917823221769,D004,Tata Motors Navi Mumbai,2026-01-06,Sameer Khanna,10,Full,Punch,Pure,true,Noticed slight vibration during test drive - dealer to check,433,2026-03-13T06:56:27.470-04:00
434,MATHRN89116IN,Vikram Desai,+919672764789,D011,Tata Motors Adyar,2026-03-02,Varun Mishra,13,Full,Harrier,XZ,true,Documentation was delayed by 30 minutes,434,2026-03-13T06:56:27.778-04:00
435,MATSFN74087IN,Deepa Nair,+918205948901,D029,Tata Motors Aliganj,2026-01-11,Nikhil Desai,13,Full,Nexon,XM,true,AC not cooling well - dealer scheduled follow-up,435,2026-03-13T06:56:27.778-04:00
436,MATSFN40970IN,Arun Verma,+919591823448,D026,Tata Motors SG Highway,2026-03-02,Rohit Bhardwaj,38,Full,Punch,Creative,true,,436,2026-03-13T06:56:28.025-04:00
437,MATNXL49687IN,Lakshmi Kapoor,+919846783817,D003,Tata Motors Powai,2026-01-07,Abhishek Pandey,15,Full,Tiago,XZ,true,,437,2026-03-13T06:56:28.034-04:00
438,MATNXN70338IN,Swati Singh,+917897871908,D016,Tata Motors Kothrud,2026-03-01,Varun Mishra,7,Full,Nexon,XM,true,Requested additional floor mats,438,2026-03-13T06:56:28.256-04:00
439,MATHRK38061IN,Bhavna Kapoor,+918091092511,D020,Tata Motors Gachibowli,2026-01-10,Rohit Bhardwaj,8,1/2,Nexon,EV XZ+,true,All accessories installed as promised,439,2026-03-13T06:56:28.268-04:00
440,MATHRM88161IN,Ravi Banerjee,+919250094264,D036,Tata Motors Panchkula,2026-03-01,Kunal Trivedi,42,3/4,Safari,XM,true,Documentation was delayed by 30 minutes,440,2026-03-13T06:56:28.488-04:00
441,MATPNL22736IN,Meera Sharma,+917876092918,D006,Tata Motors Dwarka,2026-01-06,Arjun Nambiar,24,Full,Punch,Pure,true,Delivery process was smooth and professional,441,2026-03-13T06:56:28.501-04:00
442,MATPNN83076IN,Amit Chatterjee,+917711044605,D007,Tata Motors Noida,2026-02-28,Varun Mishra,24,Full,Tiago,XE,true,,442,2026-03-13T06:56:28.802-04:00
443,MATNXK47415IN,Manoj Mishra,+918039428562,D001,Tata Motors Andheri,2026-01-12,Pankaj Dubey,38,Full,Punch,Creative,false,Noticed slight vibration during test drive - dealer to check,443,2026-03-13T06:56:28.803-04:00
444,MATSFL65727IN,Ashok Das,+918121908551,D030,Tata Motors Gomti Nagar,2026-01-06,Tarun Kaushik,31,3/4,Tiago,XE,true,Documentation was delayed by 30 minutes,444,2026-03-13T06:56:29.043-04:00
445,MATTGK77744IN,Ravi Joshi,+918784801532,D011,Tata Motors Adyar,2026-02-27,Manish Sethi,22,Full,Nexon,XM,true,AC not cooling well - dealer scheduled follow-up,445,2026-03-13T06:56:29.043-04:00
446,MATPNN36148IN,Priya Singh,+918758151833,D011,Tata Motors Adyar,2026-02-27,Arjun Nambiar,34,Full,Punch,Adventure,true,,446,2026-03-13T06:56:29.276-04:00
447,MATTGN30523IN,Nisha Patel,+919641637914,D026,Tata Motors SG Highway,2026-01-07,Rohit Bhardwaj,36,3/4,Nexon,EV XZ+,true,Requested additional floor mats,447,2026-03-13T06:56:29.283-04:00
448,MATNXK18888IN,Deepa Singh,+919271810397,D013,Tata Motors Koramangala,2026-02-27,Manish Sethi,44,Full,Harrier,XZ+ Dark,false,Excellent handover experience,448,2026-03-13T06:56:29.507-04:00
449,MATHRL51506IN,Karthik Desai,+917584257382,D002,Tata Motors Thane,2026-01-11,Sameer Khanna,45,Full,Harrier,XZ,true,AC not cooling well - dealer scheduled follow-up,449,2026-03-13T06:56:29.520-04:00
450,MATPNK67542IN,Deepa Rao,+917935463464,D016,Tata Motors Kothrud,2026-03-01,Pankaj Dubey,32,Full,Nexon,XM,true,All accessories installed as promised,450,2026-03-13T06:56:29.739-04:00
451,MATHRM77552IN,Lakshmi Mukherjee,+919462672337,D027,Tata Motors Civil Lines,2026-01-12,Varun Mishra,11,Full,Punch,Adventure,true,All accessories installed as promised,451,2026-03-13T06:56:29.753-04:00
452,MATPNK30756IN,Neha Kumar,+918278473285,D033,Tata Motors MG Road,2026-02-28,Arjun Nambiar,6,Full,Harrier,XZ,true,All accessories installed as promised,452,2026-03-13T06:56:29.973-04:00
453,MATNXM80451IN,Ashok Rao,+918908887394,D039,Tata Motors Edappally,2026-01-11,Nikhil Desai,37,Full,Tiago,XM,true,,453,2026-03-13T06:56:29.986-04:00
454,MATHRM67718IN,Rahul Verma,+919136672725,D039,Tata Motors Edappally,2026-02-26,Sameer Khanna,37,Full,Tiago,XE,true,Documentation was delayed by 30 minutes,454,2026-03-13T06:56:30.204-04:00
455,MATHRM75494IN,Nitin Malhotra,+919787467978,D032,Tata Motors Dharampeth,2026-01-07,Arjun Nambiar,40,Full,Tiago,XZ+,true,Noticed slight vibration during test drive - dealer to check,455,2026-03-13T06:56:30.221-04:00
456,MATHRK43901IN,Meera Nair,+918620972242,D015,Tata Motors Jayanagar,2026-03-02,Abhishek Pandey,24,Full,Tiago,XM,true,,456,2026-03-13T06:56:30.436-04:00
457,MATPNK48384IN,Divya Pandey,+918374499467,D027,Tata Motors Civil Lines,2026-01-08,Kunal Trivedi,13,Full,Harrier,XE,true,,457,2026-03-13T06:56:30.456-04:00
458,MATSFL81658IN,Arun Pillai,+918680881955,D015,Tata Motors Jayanagar,2026-02-25,Abhishek Pandey,36,Full,Safari,XE,false,Excellent handover experience,458,2026-03-13T06:56:30.667-04:00
459,MATTGK65694IN,Ravi Gupta,+919608505104,D020,Tata Motors Gachibowli,2026-01-08,Pankaj Dubey,30,Full,Harrier,XZ+ Dark,true,Minor scratch noticed on door - dealer promised touch-up,459,2026-03-13T06:56:30.689-04:00
460,MATPNM10055IN,Anita Verma,+917354313482,D039,Tata Motors Edappally,2026-02-27,Kunal Trivedi,7,1/2,Safari,XM,true,AC not cooling well - dealer scheduled follow-up,460,2026-03-13T06:56:30.909-04:00
461,MATHRK45861IN,Nisha Sharma,+918914743801,D008,Tata Motors Gurgaon,2026-01-10,Kunal Trivedi,44,Full,Safari,XE,true,Noticed slight vibration during test drive - dealer to check,461,2026-03-13T06:56:30.923-04:00
462,MATPNL82240IN,Ravi Das,+917041762781,D008,Tata Motors Gurgaon,2026-02-27,Rohit Bhardwaj,20,Full,Harrier,XZ+ Dark,true,Excellent handover experience,462,2026-03-13T06:56:31.142-04:00
463,MATPNN82030IN,Divya Kumar,+919861752787,D003,Tata Motors Powai,2026-01-11,Abhishek Pandey,41,3/4,Punch,Creative,true,,463,2026-03-13T06:56:31.159-04:00
464,MATNXK24862IN,Sanjay Rao,+919221376180,D005,Tata Motors Connaught Place,2026-03-03,Rohit Bhardwaj,42,Full,Harrier,XM,true,,464,2026-03-13T06:56:31.374-04:00
465,MATSFK58809IN,Sachin Pillai,+918590535010,D014,Tata Motors Electronic City,2026-01-08,Varun Mishra,14,Full,Harrier,XZ+ Dark,true,Minor scratch noticed on door - dealer promised touch-up,465,2026-03-13T06:56:31.393-04:00
466,MATNXM67121IN,Kavita Menon,+919573687578,D026,Tata Motors SG Highway,2026-02-25,Arjun Nambiar,8,3/4,Harrier,XE,true,Very happy with the vehicle condition,466,2026-03-13T06:56:31.606-04:00
467,MATNXL27151IN,Lakshmi Mukherjee,+917709577395,D019,Tata Motors Jubilee Hills,2026-01-04,Pankaj Dubey,18,Full,Tiago,EV XZ+,true,Minor scratch noticed on door - dealer promised touch-up,467,2026-03-13T06:56:31.626-04:00
468,MATHRL25520IN,Rahul Reddy,+918172933247,D015,Tata Motors Jayanagar,2026-02-27,Kunal Trivedi,19,Full,Harrier,XZ,true,Very happy with the vehicle condition,468,2026-03-13T06:56:31.838-04:00
469,MATNXM75976IN,Dinesh Nair,+919233440848,D040,Tata Motors Vizag CBD,2026-01-08,Arjun Nambiar,38,Full,Tiago,XE,true,Documentation was delayed by 30 minutes,469,2026-03-13T06:56:31.859-04:00
470,MATPNM63549IN,Arun Verma,+919603686528,D004,Tata Motors Navi Mumbai,2026-02-26,Nikhil Desai,8,Full,Harrier,XZ+ Dark,true,,470,2026-03-13T06:56:32.069-04:00
471,MATNXM82627IN,Meera Mishra,+918911008268,D029,Tata Motors Aliganj,2026-01-07,Rohit Bhardwaj,27,Full,Safari,Adventure,true,,471,2026-03-13T06:56:32.093-04:00
472,MATNXN98581IN,Ravi Banerjee,+919512089154,D010,Tata Motors OMR,2026-03-02,Rohit Bhardwaj,40,Full,Nexon,EV Max XZ+ Lux,true,,472,2026-03-13T06:56:32.301-04:00
473,MATTGN69080IN,Priya Pillai,+918400776279,D037,Tata Motors Sector 17,2026-01-07,Tarun Kaushik,44,Full,Tiago,XM,true,Very happy with the vehicle condition,473,2026-03-13T06:56:32.328-04:00
474,MATNXN18817IN,Arun Singh,+917910914406,D005,Tata Motors Connaught Place,2026-03-02,Nikhil Desai,42,Full,Punch,Creative,true,Requested additional floor mats,474,2026-03-13T06:56:32.532-04:00
475,MATSFK14687IN,Lakshmi Joshi,+918855036665,D010,Tata Motors OMR,2026-01-09,Kunal Trivedi,35,Full,Punch,EV Adventure,true,Requested additional floor mats,475,2026-03-13T06:56:32.575-04:00
476,MATNXL79695IN,Arun Sharma,+919961421977,D006,Tata Motors Dwarka,2026-02-24,Sameer Khanna,27,Full,Tiago,XZ+,true,AC not cooling well - dealer scheduled follow-up,476,2026-03-13T06:56:32.763-04:00
477,MATTGN91539IN,Prakash Nair,+917605006383,D001,Tata Motors Andheri,2026-01-10,Sameer Khanna,42,Full,Punch,Creative,true,,477,2026-03-13T06:56:32.808-04:00
478,MATTGL43113IN,Kavita Desai,+919655548551,D029,Tata Motors Aliganj,2026-03-01,Varun Mishra,36,3/4,Safari,XE,true,,478,2026-03-13T06:56:33.061-04:00
479,MATTGL85769IN,Nisha Chopra,+918035048361,D018,Tata Motors Baner,2026-01-07,Tarun Kaushik,12,Full,Nexon,EV Max XZ+ Lux,true,Noticed slight vibration during test drive - dealer to check,479,2026-03-13T06:56:33.062-04:00
480,MATNXL18088IN,Sneha Banerjee,+918340786410,D009,Tata Motors Anna Nagar,2026-02-27,Nikhil Desai,15,Full,Punch,Accomplished,true,Delivery process was smooth and professional,480,2026-03-13T06:56:33.293-04:00
481,MATSFM87162IN,Anita Patel,+919851816053,D033,Tata Motors MG Road,2026-01-06,Sameer Khanna,12,Full,Tiago,EV XZ+,true,Minor scratch noticed on door - dealer promised touch-up,481,2026-03-13T06:56:33.296-04:00
482,MATPNN97614IN,Rajesh Bhat,+918568080945,D011,Tata Motors Adyar,2026-02-23,Abhishek Pandey,24,1/2,Tiago,XE,true,,482,2026-03-13T06:56:33.524-04:00
483,MATPNL81858IN,Rekha Pandey,+917982328534,D017,Tata Motors Hinjawadi,2026-01-06,Tarun Kaushik,44,1/2,Tiago,XZ,true,,483,2026-03-13T06:56:33.544-04:00
484,MATPNN99407IN,Karthik Iyer,+917298593506,D033,Tata Motors MG Road,2026-02-24,Rohit Bhardwaj,12,Full,Safari,XZ+,true,Delivery process was smooth and professional,484,2026-03-13T06:56:33.756-04:00
485,MATPNK49678IN,Ravi Chopra,+919304506025,D018,Tata Motors Baner,2026-01-09,Manish Sethi,13,Full,Nexon,XZ+,true,Noticed slight vibration during test drive - dealer to check,485,2026-03-13T06:56:33.781-04:00
486,MATPNL60475IN,Manoj Mishra,+918329003015,D005,Tata Motors Connaught Place,2026-02-25,Varun Mishra,12,Full,Harrier,XZ+,true,,486,2026-03-13T06:56:33.987-04:00
487,MATSFK27287IN,Divya Verma,+918093337078,D031,Tata Motors Sadar,2026-01-07,Varun Mishra,19,Full,Safari,XZ+,true,AC not cooling well - dealer scheduled follow-up,487,2026-03-13T06:56:34.016-04:00
488,MATNXK16524IN,Manoj Rao,+917192832535,D025,Tata Motors Ashram Road,2026-03-01,Varun Mishra,24,Full,Safari,XZ+,true,Requested additional floor mats,488,2026-03-13T06:56:34.218-04:00
489,MATNXN21660IN,Parveen Menon,+917409012649,D006,Tata Motors Dwarka,2026-01-08,Rohit Bhardwaj,39,Full,Punch,Creative,true,Noticed slight vibration during test drive - dealer to check,489,2026-03-13T06:56:34.249-04:00
490,MATNXK18639IN,Manoj Bhat,+918019596282,D025,Tata Motors Ashram Road,2026-02-25,Rohit Bhardwaj,41,1/2,Nexon,XZ,true,Very happy with the vehicle condition,490,2026-03-13T06:56:34.451-04:00
491,MATSFK67748IN,Komal Agarwal,+918348936785,D038,Tata Motors Kadavanthara,2026-01-04,Nikhil Desai,20,3/4,Tiago,EV XZ+,true,Delivery process was smooth and professional,491,2026-03-13T06:56:34.489-04:00
492,MATPNM27236IN,Pooja Reddy,+919258606200,D002,Tata Motors Thane,2026-02-22,Kunal Trivedi,7,Full,Safari,XZ,true,Delivery process was smooth and professional,492,2026-03-13T06:56:34.684-04:00
493,MATNXK53553IN,Tanya Sharma,+919895456790,D023,Tata Motors Park Street,2026-01-05,Abhishek Pandey,27,Full,Nexon,XE,true,Noticed slight vibration during test drive - dealer to check,493,2026-03-13T06:56:34.723-04:00
494,MATPNN17926IN,Neha Gupta,+919895678548,D035,Tata Motors Rajpur Road,2026-02-26,Nikhil Desai,18,Full,Harrier,XZ,false,Very happy with the vehicle condition,494,2026-03-13T06:56:34.916-04:00
495,MATSFM60151IN,Harsh Singh,+919807281285,D023,Tata Motors Park Street,2026-01-05,Rohit Bhardwaj,30,Full,Punch,Adventure,true,All accessories installed as promised,495,2026-03-13T06:56:34.958-04:00
496,MATSFK24043IN,Neha Nair,+918280726394,D018,Tata Motors Baner,2026-02-26,Varun Mishra,8,Full,Harrier,XZ+ Dark,true,All accessories installed as promised,496,2026-03-13T06:56:35.150-04:00
497,MATPNL17075IN,Ravi Sinha,+919749960383,D003,Tata Motors Powai,2026-01-09,Varun Mishra,17,Full,Nexon,EV XZ+,true,AC not cooling well - dealer scheduled follow-up,497,2026-03-13T06:56:35.191-04:00
498,MATSFL11386IN,Priya Pillai,+919527711204,D025,Tata Motors Ashram Road,2026-02-28,Rohit Bhardwaj,41,Full,Punch,Accomplished,true,Excellent handover experience,498,2026-03-13T06:56:35.381-04:00
499,MATSFM67417IN,Lakshmi Mishra,+917008078653,D001,Tata Motors Andheri,2026-01-08,Tarun Kaushik,6,Full,Harrier,XE,true,Documentation was delayed by 30 minutes,499,2026-03-13T06:56:35.425-04:00
500,MATNXK85887IN,Priya Patel,+918417093772,D004,Tata Motors Navi Mumbai,2026-02-22,Abhishek Pandey,9,Full,Tiago,XE,true,Excellent handover experience,500,2026-03-13T06:56:35.611-04:00
501,MATTGL55365IN,Suresh Iyer,+919116130566,D006,Tata Motors Dwarka,2026-01-06,Abhishek Pandey,36,Full,Tiago,XZ+,true,AC not cooling well - dealer scheduled follow-up,501,2026-03-13T06:56:35.667-04:00
502,MATPNL45003IN,Priya Patel,+917004935568,D031,Tata Motors Sadar,2026-02-27,Manish Sethi,7,Full,Harrier,XE,true,,502,2026-03-13T06:56:35.843-04:00
503,MATSFN19552IN,Sanjay Singh,+919387877287,D011,Tata Motors Adyar,2026-01-04,Pankaj Dubey,25,Full,Nexon,XZ,false,All accessories installed as promised,503,2026-03-13T06:56:35.901-04:00
504,MATSFK22484IN,Pooja Singh,+919749127201,D009,Tata Motors Anna Nagar,2026-02-24,Tarun Kaushik,24,1/2,Tiago,EV XZ+,false,Documentation was delayed by 30 minutes,504,2026-03-13T06:56:36.075-04:00
505,MATSFM69839IN,Swati Desai,+918217198607,D016,Tata Motors Kothrud,2026-01-08,Pankaj Dubey,30,Full,Tiago,XZ+,true,Very happy with the vehicle condition,505,2026-03-13T06:56:36.136-04:00
506,MATNXN28542IN,Vikram Patel,+917286167334,D001,Tata Motors Andheri,2026-02-23,Manish Sethi,21,Full,Punch,Adventure,true,Minor scratch noticed on door - dealer promised touch-up,506,2026-03-13T06:56:36.306-04:00
507,MATNXK78738IN,Gaurav Singh,+917082871331,D020,Tata Motors Gachibowli,2026-01-06,Varun Mishra,34,Full,Nexon,XM,true,Excellent handover experience,507,2026-03-13T06:56:36.372-04:00
508,MATTGL71662IN,Manoj Nair,+919839842672,D009,Tata Motors Anna Nagar,2026-02-24,Manish Sethi,11,3/4,Nexon,EV XZ+,true,Very happy with the vehicle condition,508,2026-03-13T06:56:36.538-04:00
509,MATTGM53476IN,Amit Kapoor,+917450370951,D016,Tata Motors Kothrud,2026-01-08,Manish Sethi,7,3/4,Tiago,XM,true,Excellent handover experience,509,2026-03-13T06:56:36.612-04:00
510,MATNXM21623IN,Kavita Bhat,+918202530352,D031,Tata Motors Sadar,2026-02-23,Manish Sethi,28,Full,Harrier,XM,true,All accessories installed as promised,510,2026-03-13T06:56:36.771-04:00
511,MATHRL93105IN,Prakash Patel,+919099728795,D009,Tata Motors Anna Nagar,2026-01-04,Kunal Trivedi,32,Full,Nexon,XZ,true,All accessories installed as promised,511,2026-03-13T06:56:36.848-04:00
512,MATTGM64778IN,Arun Mukherjee,+919300058344,D022,Tata Motors Salt Lake,2026-02-24,Tarun Kaushik,38,Full,Punch,Adventure,true,Documentation was delayed by 30 minutes,512,2026-03-13T06:56:37.002-04:00
513,MATNXL13003IN,Nitin Agarwal,+917420334663,D024,Tata Motors Howrah,2026-01-03,Rohit Bhardwaj,14,Full,Harrier,XZ+ Dark,true,Documentation was delayed by 30 minutes,513,2026-03-13T06:56:37.082-04:00
514,MATSFM80937IN,Manoj Nair,+917540942736,D013,Tata Motors Koramangala,2026-02-24,Manish Sethi,41,Full,Safari,XZ+,true,Noticed slight vibration during test drive - dealer to check,514,2026-03-13T06:56:37.234-04:00
515,MATNXN40653IN,Kavita Agarwal,+919360845802,D001,Tata Motors Andheri,2026-01-07,Abhishek Pandey,32,Full,Harrier,XM,true,Delivery process was smooth and professional,515,2026-03-13T06:56:37.326-04:00
